Mol. wt.,CRC Pc /Bars
60.052000000000014,57.9
41.053,48.8
26.038,62.400000000000006
40.06500000000001,65.0
57.09600000000002,48.3
105.13699999999994,48.8
93.12899999999996,53.0
78.11399999999996,49.0
164.2040000000001,32.0
122.16699999999992,40.0
150.17700000000008,35.0
103.12399999999997,42.2
134.20300000000003,46.8
138.25400000000005,32.7
103.16899999999994,44.3
390.56399999999945,11.0
165.364,43.1
108.96599999999997,62.0
175.0,42.0
122.99299999999997,43.3
225.00700000000003,33.0
225.00700000000003,32.0
58.12400000000002,38.0
90.12199999999994,54.0
90.12199999999996,55.0
90.19099999999996,40.1
74.12299999999995,44.3
72.10699999999997,41.8
56.10800000000002,42.3
118.17599999999992,33.0
132.20299999999995,27.0
116.15999999999993,30.1
128.17099999999994,27.6
73.13899999999995,40.0
134.222,28.9
134.222,30.0
144.21400000000014,24.0
140.27000000000007,28.2
88.14999999999993,33.7
100.16099999999992,31.200000000000003
112.55899999999995,45.0
100.495,40.6
86.468,49.900000000000006
62.49900000000001,55.9
130.549,42.0
134.65,31.0
50.48800000000001,66.9
92.56899999999996,37.0
182.475,28.9
154.465,31.3
78.54199999999997,45.6
136.47500000000002,36.2
118.485,40.1
104.458,38.8
108.13999999999994,44.0
52.036,62.0
84.16199999999994,40.7
98.14499999999994,46.1
99.17699999999994,39.0
70.13499999999998,45.1
84.11799999999995,45.9
42.08100000000002,55.8
138.25400000000005,32.0
156.26900000000018,26.0
172.31600000000023,24.0
158.2850000000002,23.0
158.2850000000002,23.0
156.26900000000018,22.0
156.26900000000018,22.0
218.3840000000002,17.2
184.2630000000001,39.0
359.8359999999999,24.0
190.33000000000013,22.3
278.3479999999996,16.0
147.00400000000002,35.4
98.95999999999998,50.6
96.944,54.0
116.95,42.1
220.927,26.3
112.98699999999998,46.3
170.92,32.9
152.93000000000004,37.6
446.67199999999934,9.4
118.17599999999992,21.4
73.13899999999995,37.5
106.12099999999994,48.0
134.175,30.0
204.26600000000016,21.5
176.21200000000013,25.0
148.20200000000014,30.5
146.14200000000008,21.4
174.1960000000001,22.6
114.09399999999998,42.8
114.09399999999998,42.8
64.034,44.7
150.04600000000002,34.300000000000004
334.4559999999995,13.0
129.24699999999993,32.0
162.27600000000015,23.0
90.12199999999994,39.1
45.085000000000015,53.4
86.17799999999993,31.0
100.16099999999992,36.7
84.16199999999994,31.8
112.21599999999992,28.8
94.20399999999998,51.0
160.1690000000001,28.0
188.22300000000013,24.0
114.2319999999999,26.3
114.2319999999999,24.9
114.2319999999999,26.9
132.115,35.0
202.2500000000001,23.0
72.10699999999997,44.0
100.20499999999991,29.2
100.20499999999991,29.4
98.18899999999992,29.1
107.15599999999996,40.3
107.15599999999996,41.1
107.15599999999996,40.6
157.2160000000001,32.7
146.14200000000008,35.0
418.61799999999937,10.0
88.10599999999995,52.0
168.2390000000001,30.2
102.17699999999994,29.2
474.7259999999993,8.9
340.5919999999992,11.1
200.37000000000023,20.0
202.40700000000024,18.1
186.33900000000023,20.2
282.5559999999996,10.8
298.55499999999915,11.0
30.07,48.7
62.06800000000002,81.0
62.137000000000015,55.3
61.08400000000002,80.0
122.16699999999992,34.5
132.159,30.7
116.20399999999992,28.3
88.10599999999995,38.8
45.085000000000015,56.0
106.16799999999994,36.1
150.17700000000008,30.1
116.15999999999993,32.0
112.21599999999992,32.7
98.18899999999992,34.0
130.18699999999995,28.8
28.053999999999995,50.4
146.18600000000012,27.0
158.24100000000016,23.0
114.2319999999999,26.1
144.21400000000014,26.0
144.21400000000014,27.5
130.23099999999994,30.0
172.26800000000017,20.2
60.09600000000002,43.9
114.2319999999999,27.0
114.2319999999999,27.7
116.15999999999993,31.0
76.16399999999996,46.2
186.2950000000002,20.0
100.20499999999991,29.0
130.18699999999995,28.0
122.16699999999992,37.0
122.16699999999992,38.0
122.16699999999992,31.0
102.13299999999995,33.7
88.14999999999995,33.7
104.17399999999996,41.0
120.19499999999992,32.3
72.10699999999996,40.6
96.10399999999996,45.5
48.06000000000001,50.5
34.03300000000001,59.0
110.13099999999996,39.0
110.13099999999996,39.0
110.13099999999996,38.5
68.07499999999997,54.3
92.09399999999997,76.0
296.58299999999923,10.0
240.4750000000003,13.3
270.4569999999999,14.0
256.4740000000003,14.0
238.4590000000003,13.4
200.053,24.8
170.027,29.3
114.18799999999992,32.0
115.21999999999991,29.0
100.20499999999991,27.4
160.1690000000001,33.0
130.18699999999995,30.0
116.20399999999992,31.0
116.20399999999992,30.0
116.20399999999992,31.0
116.20399999999992,31.0
114.18799999999992,29.8
114.18799999999992,30.0
114.18799999999992,30.0
98.18899999999992,28.5
98.18899999999992,30.0
98.18899999999992,30.0
98.18899999999992,30.0
176.30300000000017,21.0
366.7179999999991,8.0
226.4480000000003,14.0
256.43000000000023,15.0
242.4470000000003,14.7
224.43200000000027,14.0
208.057,29.0
186.054,32.8
138.01000000000002,30.5
152.037,34.2
152.037,32.0
162.27600000000015,26.0
422.826,6.0
100.16099999999992,34.0
86.17799999999993,30.3
116.20799999999991,36.0
146.14200000000008,38.0
118.17599999999992,41.0
97.16099999999994,29.9
102.17699999999992,34.0
100.16099999999992,33.1
100.16099999999992,33.2
506.9879999999989,4.699999999999999
84.16199999999994,32.0
84.16199999999994,33.4
84.16199999999994,31.6
84.16199999999994,31.8
98.14499999999994,35.099999999999994
144.21400000000014,25.0
101.19299999999993,34.0
162.27600000000015,24.0
206.2850000000001,20.0
118.17899999999992,39.5
72.10699999999996,51.2
58.12400000000002,36.3
56.10800000000002,40.0
116.15999999999993,29.700000000000003
134.222,30.0
144.21400000000014,25.0
140.27000000000007,26.1
72.15099999999997,33.5
130.18699999999995,27.6
117.14799999999994,50.7
102.13299999999995,33.1
59.11200000000002,45.5
120.19499999999992,32.0
126.2429999999999,31.0
134.222,28.0
74.12299999999996,37.6
129.16199999999998,50.7
136.23800000000003,28.1
156.26900000000018,27.0
98.14499999999994,38.5
48.110000000000014,72.4
32.041999999999994,80.1
76.09499999999996,52.8
118.13199999999996,36.0
102.17699999999992,32.3
90.12199999999996,41.1
72.10699999999997,42.0
74.07899999999998,47.3
31.058,76.10000000000001
107.15599999999996,36.0
107.15599999999996,46.0
107.15599999999996,33.0
107.15599999999992,52.0
122.16699999999992,36.0
122.16699999999992,36.0
122.16699999999992,36.0
122.16699999999992,38.0
136.15000000000006,38.0
102.13299999999994,34.900000000000006
102.13299999999994,34.0
88.14999999999993,39.0
88.14999999999993,39.0
88.14999999999993,37.1
86.13399999999994,38.3
70.13499999999998,35.099999999999994
70.13499999999998,34.0
88.14999999999993,34.1
98.18899999999992,34.8
84.16199999999994,37.9
98.14499999999994,40.0
135.21000000000004,31.200000000000003
214.34900000000025,14.0
82.10199999999996,47.7
114.2319999999999,25.0
114.2319999999999,25.4
114.2319999999999,25.4
144.21400000000014,26.0
130.23099999999994,28.0
130.23099999999994,28.0
128.21499999999992,27.0
112.21599999999992,26.0
112.21599999999992,26.0
100.20499999999991,27.3
100.20499999999991,28.2
114.18799999999992,29.0
98.18899999999992,29.0
102.13299999999994,34.300000000000004
100.11699999999996,29.700000000000003
142.20100000000008,35.6
142.20100000000008,33.7
128.2589999999999,23.0
58.08000000000002,54.400000000000006
150.04600000000002,28.9
86.17799999999993,30.3
86.17799999999993,31.200000000000003
116.15999999999993,32.0
102.17699999999992,34.0
102.17699999999992,34.0
102.17699999999992,36.0
102.17699999999992,35.0
102.17699999999992,35.0
100.16099999999992,34.0
84.16199999999994,31.8
84.16199999999994,32.599999999999994
84.16199999999994,32.400000000000006
102.17699999999992,30.4
90.12199999999996,54.0
88.10599999999997,40.0
88.10599999999995,37.0
74.12299999999995,43.0
74.12299999999995,39.8
74.12299999999996,38.0
93.12899999999996,46.2
93.12899999999996,46.3
93.12899999999996,46.8
143.18900000000005,39.1
143.18900000000005,42.2
152.14900000000006,44.0
86.13399999999994,37.400000000000006
124.20799999999994,41.0
100.039,36.4
128.17399999999995,40.6
72.15099999999997,32.0
61.04000000000001,60.0
268.529,11.6
266.51300000000003,12.0
142.2420000000001,27.0
128.2589999999999,22.9
188.22300000000013,27.0
144.25800000000012,25.4
144.25800000000012,25.0
142.2420000000001,25.0
142.2420000000001,24.0
142.2420000000001,24.0
142.2420000000001,23.5
126.2429999999999,23.8
394.772,8.0
254.50200000000032,13.0
284.48399999999947,13.0
270.5009999999999,12.8
252.4860000000003,13.0
128.21499999999992,30.0
114.2319999999999,24.8
144.26200000000014,28.0
174.1960000000001,30.0
125.21499999999992,28.5
144.21400000000014,29.0
130.23099999999994,28.0
130.23099999999994,27.5
130.23099999999994,28.0
128.21499999999992,27.0
128.21499999999992,27.0
128.21499999999992,27.0
112.21599999999992,26.8
112.21599999999992,25.8
112.21599999999992,25.5
129.24699999999993,28.2
190.33000000000013,20.0
69.06299999999999,68.0
44.05300000000001,72.0
370.0549999999999,17.0
212.42100000000028,15.4
242.40300000000025,16.0
228.42000000000027,16.0
210.40500000000023,15.6
168.064,35.3
120.02,36.2
134.04700000000005,31.4
86.13399999999994,31.0
72.15099999999997,33.7
132.115,43.0
83.13399999999996,35.8
102.13299999999994,36.0
88.14999999999993,39.0
88.14999999999993,42.0
88.14999999999993,49.0
86.13399999999994,37.0
86.13399999999996,37.3
70.13499999999998,35.5
70.13499999999998,36.9
130.18699999999995,27.9
148.24900000000014,26.0
192.25800000000007,22.0
166.01999999999998,28.5
238.024,23.3
200.028,27.8
300.0419999999999,22.4
262.04599999999994,26.0
538.066,14.5
338.03799999999995,19.5
164.07300000000004,25.3
218.043,23.3
388.0449999999999,16.299999999999997
350.04899999999986,17.0
338.03799999999995,18.8
200.053,25.4
350.0489999999999,20.2
338.03799999999995,18.700000000000003
338.03799999999995,16.9
272.09399999999994,29.0
488.0589999999999,15.6
438.0519999999999,16.599999999999998
166.01999999999998,31.0
288.03099999999995,20.4
264.04299999999995,21.0
188.017,26.4
236.06099999999995,27.0
94.11299999999996,55.0
136.15000000000006,36.0
119.12299999999996,36.0
86.13799999999995,54.0
85.14999999999995,47.0
58.08000000000002,50.4
44.09700000000002,42.5
74.12699999999995,57.0
76.09499999999997,59.0
76.09499999999996,67.0
55.08000000000001,42.6
76.16399999999996,47.0
74.07899999999998,45.0
60.096000000000025,51.0
60.096000000000025,47.0
42.08100000000002,45.6
104.14899999999994,36.5
118.17599999999992,31.0
102.13299999999995,33.7
59.11200000000002,47.7
120.19499999999992,32.0
164.2040000000001,26.0
130.18699999999995,27.200000000000003
126.2429999999999,28.700000000000003
132.159,31.0
116.15999999999994,31.0
40.06500000000001,56.3
80.08999999999997,64.9
79.10199999999998,56.3
67.09099999999998,80.0
71.12299999999998,56.900000000000006
129.16199999999998,47.5
110.11199999999997,63.0
104.15199999999994,39.0
230.3100000000001,29.0
230.3100000000001,22.0
230.3100000000001,25.0
153.823,45.7
338.6639999999991,9.0
198.39400000000023,15.6
258.3580000000001,19.0
228.37600000000023,16.0
214.39300000000023,17.0
196.37800000000024,15.8
194.2270000000001,28.0
150.074,37.91
150.074,37.5
150.074,38.0
102.03,40.6
102.03,46.1
100.014,39.6
168.036,30.5
88.00300000000001,37.5
72.10699999999997,52.9
132.206,36.0
86.13399999999996,48.0
88.17499999999995,54.0
134.222,29.0
142.2860000000001,25.1
142.2860000000001,21.9
128.2589999999999,27.4
128.2589999999999,26.0
128.2589999999999,24.9
128.2589999999999,27.200000000000003
102.20199999999994,65.0
84.14299999999997,57.0
92.14099999999996,41.3
422.826,6.0
252.731,58.0
181.833,42.1
137.368,44.1
119.378,54.5
235.419,33.0
187.375,33.9
324.6369999999991,9.0
184.36700000000025,16.8
200.36600000000024,18.0
198.35000000000025,18.0
198.35000000000025,17.0
182.35100000000023,17.4
260.46500000000015,15.0
101.19299999999993,31.0
162.27600000000015,23.2
150.17400000000012,33.0
95.023,36.1
132.08400000000003,41.0
132.08400000000003,38.0
84.03999999999999,37.6
100.039,48.1
114.066,35.099999999999994
195.909,39.5
70.013,48.3
136.01900000000003,33.6
186.026,26.5
96.051,35.2
59.112000000000016,40.8
120.19499999999992,34.5
120.19499999999992,33.0
120.19499999999992,31.3
100.20499999999991,29.6
126.2429999999999,26.0
142.2860000000001,23.2
128.2589999999999,24.6
114.2319999999999,27.3
114.2319999999999,25.7
114.2319999999999,28.2
114.2319999999999,27.200000000000003
671.0850000000004,12.4
156.31300000000022,20.1
186.2950000000002,21.0
172.3120000000002,21.5
170.2960000000002,20.8
170.2960000000002,20.2
232.41100000000023,16.0
86.08999999999997,41.7
106.16799999999994,37.400000000000006
106.16799999999994,35.4
106.16799999999994,35.5
122.16699999999992,41.0
122.16699999999992,35.0
122.16699999999992,39.0
122.16699999999992,38.0
122.16699999999992,49.0
122.16699999999992,38.0
