Mol. wt.,JR Pc /Bars,CRC Pc /Bars
60.052000000000014,57.30524383094724,57.9
41.053,48.56195898942562,48.8
26.038,61.61140944724709,62.400000000000006
40.06500000000001,52.35810430153243,65.0
57.09600000000002,50.51400526052851,48.3
105.13699999999994,46.27701420704337,48.8
93.12899999999996,50.58588572850757,53.0
78.11399999999996,47.69390433747443,49.0
164.2040000000001,32.3565536905238,32.0
122.16699999999992,40.93379817754543,40.0
150.17700000000008,36.20244989,35.0
103.12399999999997,39.85562697683909,42.2
134.20300000000003,45.839408964996565,46.8
138.25400000000005,30.25605090762101,32.7
103.16899999999994,45.96380350474002,44.3
390.56399999999945,9.888849333491557,11.0
165.364,54.62662971721432,43.1
108.96599999999997,55.60866182760092,62.0
175.0,47.30109416891032,42.0
122.99299999999997,48.426877110503845,43.3
225.00700000000003,38.05694917989178,33.0
225.00700000000003,38.05694917989178,32.0
58.12400000000002,38.96502655076909,38.0
90.12199999999994,50.299280720285694,54.0
90.12199999999996,49.73332988515579,55.0
90.19099999999996,42.27536141206471,40.1
74.12299999999995,43.857725538353584,44.3
72.10699999999997,42.22044051963229,41.8
56.10800000000002,41.62330905306972,42.3
118.17599999999992,33.841394184221045,33.0
132.20299999999995,30.625535755466124,27.0
116.15999999999993,31.526238815672706,30.1
128.17099999999994,29.44078119346449,27.6
73.13899999999995,42.33038953694363,40.0
134.222,29.313401002342424,28.9
134.222,29.92592734463655,30.0
144.21400000000014,25.48185551736957,24.0
140.27000000000007,26.19092767218177,28.2
88.14999999999993,33.99943900925634,33.7
100.16099999999992,31.95540559238772,31.200000000000003
112.55899999999995,44.44444444444444,45.0
100.495,43.39667512033899,40.6
86.468,48.69760685350639,49.900000000000006
62.49900000000001,50.657919732526175,55.9
130.549,41.09138725,42.0
134.65,26.930013473085747,31.0
50.48800000000001,54.78848631,66.9
92.56899999999996,38.10394756896815,37.0
182.475,35.98560431884828,28.9
154.465,37.45380073679117,31.3
78.54199999999997,42.00182371918589,45.6
136.47500000000002,39.0625,36.2
118.485,40.93379817754544,40.1
104.458,46.466479778485,38.8
108.13999999999994,50.299280720285694,44.0
52.036,46.913116907487336,62.0
84.16199999999994,41.30292556882388,40.7
98.14499999999994,43.22565391,46.1
99.17699999999994,42.60714845693951,39.0
70.13499999999998,45.34684669364804,45.1
84.11799999999995,47.56242568370988,45.9
42.08100000000002,55.44315994963543,55.8
138.25400000000005,30.25605090762101,32.0
156.26900000000018,22.58959938700863,26.0
172.31600000000023,23.473649420106955,24.0
158.2850000000002,22.98113065324324,23.0
158.2850000000002,23.15841933598327,23.0
156.26900000000018,22.35523587568253,22.0
156.26900000000018,22.35523587568253,22.0
218.3840000000002,17.03307943257362,17.2
184.2630000000001,37.59170967471517,39.0
359.8359999999999,32.727824934937075,24.0
190.33000000000013,20.51170972484772,22.3
278.3479999999996,16.962998949651105,16.0
147.00400000000002,41.516101604846426,35.4
98.95999999999998,45.90154302627037,50.6
96.944,48.76564401860115,54.0
116.95,43.857725538353584,42.1
220.927,31.10566001700236,26.3
112.98699999999998,40.46643228509087,46.3
170.92,37.82325646,32.9
152.93000000000004,39.45607434155703,37.6
446.67199999999934,7.802503042976185,9.4
118.17599999999992,29.92592734463655,21.4
73.13899999999995,39.60519952901496,37.5
106.12099999999994,48.56195898942564,48.0
134.175,29.37698753681304,30.0
204.26600000000016,20.530301801595574,21.5
176.21200000000013,24.62917695447912,25.0
148.20200000000014,29.795389103945386,30.5
146.14200000000008,31.42029801524261,21.4
174.1960000000001,25.610975429854605,22.6
114.09399999999998,40.673157017909205,42.8
114.09399999999998,40.673157017909205,42.8
64.034,47.36622475557843,44.7
150.04600000000002,33.76278470046164,34.300000000000004
334.4559999999995,12.646471432126893,13.0
129.24699999999993,26.110690003705106,32.0
162.27600000000015,24.076405026768143,23.0
90.12199999999994,37.36228262623967,39.1
45.085000000000015,51.23977190103139,53.4
86.17799999999993,31.739734179726245,31.0
100.16099999999992,34.11870032317232,36.7
84.16199999999994,33.29682891,31.8
112.21599999999992,30.389631543951296,28.8
94.20399999999998,52.81571119524065,51.0
160.1690000000001,28.293345405160707,28.0
188.22300000000013,23.292735647948,24.0
114.2319999999999,25.76721894405937,26.3
114.2319999999999,25.76721894405937,24.9
114.2319999999999,25.76721894405937,26.9
132.115,35.09579749,35.0
202.2500000000001,21.275581759507627,23.0
72.10699999999997,48.49434749885553,44.0
100.20499999999991,28.47480947504981,29.2
100.20499999999991,28.566196876514905,29.4
98.18899999999992,29.89321247706816,29.1
107.15599999999996,40.41499735887993,40.3
107.15599999999996,40.41499735887993,41.1
107.15599999999996,40.41499735887993,40.6
157.2160000000001,33.52859268090939,32.7
146.14200000000008,31.42029801524261,35.0
418.61799999999937,8.711906318432021,10.0
88.10599999999995,52.35810430153243,52.0
168.2390000000001,30.72747921593305,30.2
102.17699999999994,30.4903984210852,29.2
474.7259999999993,7.028402618389224,8.9
340.5919999999992,9.520109374632584,11.1
200.37000000000023,19.64815653,20.0
202.40700000000024,18.805348842982102,18.1
186.33900000000023,19.270481245582243,20.2
282.5559999999996,10.155331894525908,10.8
298.55499999999915,10.778050198984364,11.0
30.07,50.299280720285694,48.7
62.06800000000002,66.53023533,81.0
62.137000000000015,55.19628904309506,55.3
61.08400000000002,62.88829592213423,80.0
122.16699999999992,35.77070122021015,34.5
132.159,30.659460467078475,30.7
116.20399999999992,28.05407928756104,28.3
88.10599999999995,39.20939739469237,38.8
45.085000000000015,54.62662971721431,56.0
106.16799999999994,36.5093418278402,36.1
150.17700000000008,32.80284571247124,30.1
116.15999999999993,31.244912937612344,32.0
112.21599999999992,31.526238815672688,32.7
98.18899999999992,34.19855682090214,34.0
130.18699999999995,28.719489849957903,28.8
28.053999999999995,52.66251124344616,50.4
146.18600000000012,27.642605437189907,27.0
158.24100000000016,23.18072457845272,23.0
114.2319999999999,25.55920995459661,26.1
144.21400000000014,25.48185551736957,26.0
144.21400000000014,28.024384577508577,27.5
130.23099999999994,28.113610473556896,30.0
172.26800000000017,21.33458496231779,20.2
60.09600000000002,43.11220079593744,43.9
114.2319999999999,25.76721894405937,27.0
114.2319999999999,25.84587741455417,27.7
116.15999999999993,31.526238815672706,31.0
76.16399999999996,45.10353742533673,46.2
186.2950000000002,19.423657354253127,20.0
100.20499999999991,28.23324272344636,29.0
130.18699999999995,28.14344715012418,28.0
122.16699999999992,44.09101090106153,37.0
122.16699999999992,44.09101090106153,38.0
122.16699999999992,44.09101090106153,31.0
102.13299999999995,34.88880414786014,33.7
88.14999999999995,33.99943900925634,33.7
104.17399999999996,43.1688714448276,41.0
120.19499999999992,32.06406657013244,32.3
72.10699999999996,40.21023519368667,40.6
96.10399999999996,43.974136172069024,45.5
48.06000000000001,47.23609783,50.5
34.03300000000001,54.14534017,59.0
110.13099999999996,38.15103307274905,39.0
110.13099999999996,38.15103307274905,39.0
110.13099999999996,38.15103307274905,38.5
68.07499999999997,56.87389238094588,54.3
92.09399999999997,66.96649800038037,76.0
296.58299999999923,9.561366571703172,10.0
240.4750000000003,12.311480455524777,13.3
270.4569999999999,13.117986714365417,14.0
256.4740000000003,13.146540277581312,14.0
238.4590000000003,12.682526927541172,13.4
200.053,28.383859915433124,24.8
170.027,31.739734179726245,29.3
114.18799999999992,30.32273088940208,32.0
115.21999999999991,30.024394820791898,29.0
100.20499999999991,27.994736989445983,27.4
160.1690000000001,34.118700323172334,33.0
130.18699999999995,30.82993253485864,30.0
116.20399999999992,30.932899117917447,31.0
116.20399999999992,31.21001217190474,30.0
116.20399999999992,31.21001217190474,31.0
116.20399999999992,31.21001217190474,31.0
114.18799999999992,29.95869594589939,29.8
114.18799999999992,29.95869594589939,30.0
114.18799999999992,29.95869594589939,30.0
98.18899999999992,29.28168512584096,28.5
98.18899999999992,29.60117741643291,30.0
98.18899999999992,29.60117741643291,30.0
98.18899999999992,29.60117741643291,30.0
176.30300000000017,21.938364165875967,21.0
366.7179999999991,7.249635995776652,8.0
226.4480000000003,13.18475694427963,14.0
256.43000000000023,14.080094618235831,15.0
242.4470000000003,14.111848251344435,14.7
224.43200000000027,13.596296586350624,14.0
208.057,30.72747921593305,29.0
186.054,30.59166732,32.8
138.01000000000002,37.08973193025349,30.5
152.037,32.99153008448141,34.2
152.037,33.105523193067434,32.0
162.27600000000015,22.37639058079264,26.0
422.826,6.096631611034904,6.0
100.16099999999992,33.80205516495402,34.0
86.17799999999993,31.07099224592317,30.3
116.20799999999991,35.430839002267554,36.0
146.14200000000008,38.29281442995785,38.0
118.17599999999992,38.57875853555032,41.0
97.16099999999994,30.222793365855072,29.9
102.17699999999992,34.520802926259414,34.0
100.16099999999992,33.37381577186461,33.1
100.16099999999992,33.37381577186461,33.2
506.9879999999989,4.5774391937554935,4.699999999999999
84.16199999999994,32.57855340797732,32.0
84.16199999999994,32.9536632,33.4
84.16199999999994,32.9536632,31.6
84.16199999999994,32.9536632,31.8
98.14499999999994,35.05425171266311,35.099999999999994
144.21400000000014,25.48185551736957,25.0
101.19299999999993,33.143652211725616,34.0
162.27600000000015,24.05279492274362,24.0
206.2850000000001,22.04148206925433,20.0
118.17899999999992,38.91642658,39.5
72.10699999999996,43.28254847645428,51.2
58.12400000000002,39.35712497776324,36.3
56.10800000000002,41.356065383939374,40.0
116.15999999999993,31.526238815672706,29.700000000000003
134.222,29.56899348033261,30.0
144.21400000000014,25.68891900771926,25.0
140.27000000000007,25.89851666245816,26.1
72.15099999999997,35.01277966457758,33.5
130.18699999999995,28.38385991543313,27.6
117.14799999999994,33.60638521,50.7
102.13299999999995,35.22087893703388,33.1
59.11200000000002,48.15839875250484,45.5
120.19499999999992,32.91586146240563,32.0
126.2429999999999,28.627366445463004,31.0
134.222,29.092466331288705,28.0
74.12299999999996,38.530879224573766,37.6
129.16199999999998,44.14962307259302,50.7
136.23800000000003,27.55561066677689,28.1
156.26900000000018,26.59771828813893,27.0
98.14499999999994,35.68527868061533,38.5
48.110000000000014,64.0,72.4
32.041999999999994,66.96649800038035,80.1
76.09499999999996,48.83382387,52.8
118.13199999999996,34.198556820902155,36.0
102.17699999999992,31.140385841836725,32.3
90.12199999999996,43.33955544884394,41.1
72.10699999999997,40.46643228509087,42.0
74.07899999999998,44.38524439,47.3
31.058,63.28917647490682,76.10000000000001
107.15599999999996,43.45390778820044,36.0
107.15599999999996,43.45390778820044,46.0
107.15599999999996,43.45390778820044,33.0
107.15599999999992,41.83897350588842,52.0
122.16699999999992,35.13741717,36.0
122.16699999999992,35.13741717,36.0
122.16699999999992,35.13741717,36.0
122.16699999999992,41.35606538393936,38.0
136.15000000000006,36.73094582185491,38.0
102.13299999999994,34.88880414786014,34.900000000000006
102.13299999999994,39.01371761,34.0
88.14999999999993,39.16033966112209,39.0
88.14999999999993,39.16033966112209,39.0
88.14999999999993,39.705086499516185,37.1
86.13399999999994,37.77677627346456,38.3
70.13499999999998,36.82015270053728,35.099999999999994
70.13499999999998,37.13494952060637,34.0
88.14999999999993,34.765485938056244,34.1
98.18899999999992,35.22087893703385,34.8
84.16199999999994,38.387774875662,37.9
98.14499999999994,40.10843717073481,40.0
135.21000000000004,31.991564464282067,31.200000000000003
214.34900000000025,16.511129078888683,14.0
82.10199999999996,48.426877110503845,47.7
114.2319999999999,25.55920995459661,25.0
114.2319999999999,25.55920995459661,25.4
114.2319999999999,25.55920995459661,25.4
144.21400000000014,25.48185551736957,26.0
130.23099999999994,28.353640210452053,28.0
130.23099999999994,28.353640210452053,28.0
128.21499999999992,27.26857501244129,27.0
112.21599999999992,26.59771828813893,26.0
112.21599999999992,26.874199988659083,26.0
100.20499999999991,28.23324272344636,27.3
100.20499999999991,28.23324272344636,28.2
114.18799999999992,30.222793365855072,29.0
98.18899999999992,29.53686200378071,29.0
102.13299999999994,35.22087893703388,34.300000000000004
100.11699999999996,36.90968495369311,29.700000000000003
142.20100000000008,34.078876923795185,35.6
142.20100000000008,34.078876923795185,33.7
128.2589999999999,23.247833999306284,23.0
58.08000000000002,52.13152784,54.400000000000006
150.04600000000002,34.198556820902155,28.9
86.17799999999993,31.349967207934306,30.3
86.17799999999993,31.349967207934306,31.200000000000003
116.15999999999993,31.244912937612344,32.0
102.17699999999992,34.847625273728084,34.0
102.17699999999992,34.847625273728084,34.0
102.17699999999992,35.30463842931074,36.0
102.17699999999992,35.17911092536539,35.0
102.17699999999992,35.30463842931074,35.0
100.16099999999992,33.6844488,34.0
84.16199999999994,32.87812474,31.8
84.16199999999994,33.14365221172563,32.599999999999994
84.16199999999994,33.25843533695451,32.400000000000006
102.17699999999992,30.4903984210852,30.4
90.12199999999996,50.299280720285694,54.0
88.10599999999997,39.20939739469237,40.0
88.10599999999995,44.14962307259302,37.0
74.12299999999995,44.326162542265,43.0
74.12299999999995,44.98261646786599,39.8
74.12299999999996,38.15103307274905,38.0
93.12899999999996,46.78485143938274,46.2
93.12899999999996,46.78485143938274,46.3
93.12899999999996,46.78485143938274,46.8
143.18900000000005,38.29281442995785,39.1
143.18900000000005,38.29281442995785,42.2
152.14900000000006,44.38524439,44.0
86.13399999999994,42.88663047892787,37.400000000000006
124.20799999999994,42.05631845717237,41.0
100.039,42.00182371918588,36.4
128.17399999999995,38.96502655076909,40.6
72.15099999999997,35.47305626275035,32.0
61.04000000000001,58.989950472037606,60.0
268.529,10.80641347672147,11.6
266.51300000000003,11.11111111111111,12.0
142.2420000000001,24.80119363184711,27.0
128.2589999999999,23.069519535730528,22.9
188.22300000000013,27.584563237059527,27.0
144.25800000000012,25.25188758,25.4
144.25800000000012,25.456148729076315,25.0
142.2420000000001,24.53168401915336,25.0
142.2420000000001,24.53168401915336,24.0
142.2420000000001,24.53168401915336,24.0
142.2420000000001,24.53168401915336,23.5
126.2429999999999,24.029219530949632,23.8
394.772,6.554438941337509,8.0
254.50200000000032,11.522176271783248,13.0
284.48399999999947,12.251225091881125,13.0
270.5009999999999,12.276994532808796,12.8
252.4860000000003,11.857872488976923,13.0
128.21499999999992,27.35421298646732,30.0
114.2319999999999,25.3537096026668,24.8
144.26200000000014,28.535685586967627,28.0
174.1960000000001,30.59166732,30.0
125.21499999999992,24.72725222613269,28.5
144.21400000000014,27.78851495119364,29.0
130.23099999999994,27.876615868038787,28.0
130.23099999999994,28.113610473556896,27.5
130.23099999999994,28.113610473556896,28.0
128.21499999999992,27.042163329798925,27.0
128.21499999999992,27.042163329798925,27.0
128.21499999999992,27.042163329798925,27.0
112.21599999999992,26.46107470067232,26.8
112.21599999999992,26.735423045293008,25.8
112.21599999999992,26.735423045293008,25.5
129.24699999999993,26.874199988659083,28.2
190.33000000000013,20.090967884386924,20.0
69.06299999999999,66.20582995297399,68.0
44.05300000000001,63.38999553734432,72.0
370.0549999999999,16.755333096859733,17.0
212.42100000000028,14.154353794301002,15.4
242.40300000000025,15.152063839887532,16.0
228.42000000000027,15.187514162356958,16.0
210.40500000000023,14.61249988,15.6
168.064,32.727824934937075,35.3
120.02,38.674785277592136,36.2
134.04700000000005,34.88880414786014,31.4
86.13399999999994,37.9164745565289,31.0
72.15099999999997,34.68363668,33.7
132.115,43.282548476454295,43.0
83.13399999999996,33.6844488,35.8
102.13299999999994,38.62672714582092,36.0
88.14999999999993,38.77117099792342,39.0
88.14999999999993,39.16033966112209,42.0
88.14999999999993,39.16033966112209,49.0
86.13399999999994,37.4079997,37.0
86.13399999999996,37.4079997,37.3
70.13499999999998,36.46526173306261,35.5
70.13499999999998,36.90968495369311,36.9
130.18699999999995,28.14344715012418,27.9
148.24900000000014,26.488319048624334,26.0
192.25800000000007,24.17119393128999,22.0
166.01999999999998,35.64268211182891,28.5
238.024,25.61097542985461,23.3
200.028,33.56745514380969,27.8
300.0419999999999,24.41062975519068,22.4
262.04599999999994,26.24462510077936,26.0
538.066,11.275884356334185,14.5
338.03799999999995,18.740278480538223,19.5
164.07300000000004,30.65946046707848,25.3
218.043,27.070310258239928,23.3
388.0449999999999,16.298513135542187,16.299999999999997
350.04899999999986,17.909050320670495,17.0
338.03799999999995,18.740278480538223,18.8
200.053,28.383859915433124,25.4
350.0489999999999,20.831245868903544,20.2
338.03799999999995,18.740278480538223,18.700000000000003
338.03799999999995,18.740278480538223,16.9
272.09399999999994,23.06951953573053,29.0
488.0589999999999,12.655470877799912,15.6
438.0519999999999,14.304645462223144,16.599999999999998
166.01999999999998,41.03875659133729,31.0
288.03099999999995,21.77487436441864,20.4
264.04299999999995,26.62517399551206,21.0
188.017,30.55785503414688,26.4
236.06099999999995,25.63691716071142,27.0
94.11299999999996,59.26273600643829,55.0
136.15000000000006,36.73094582185491,36.0
119.12299999999996,45.34684669364804,36.0
86.13799999999995,57.91742828084855,54.0
85.14999999999995,48.56195898942564,47.0
58.08000000000002,48.76564401860115,50.4
44.09700000000002,44.09101090106153,42.5
74.12699999999995,51.60853481305325,57.0
76.09499999999997,57.91742828084855,59.0
76.09499999999996,57.218581848892576,67.0
55.08000000000001,42.66282587466259,42.6
76.16399999999996,48.091628017028285,47.0
74.07899999999998,49.80354989742959,45.0
60.096000000000025,50.01510456,51.0
60.096000000000025,50.58588572850757,47.0
42.08100000000002,46.657111290274415,45.6
104.14899999999994,37.96321289,36.5
118.17599999999992,34.15859356773188,31.0
102.13299999999995,34.88880414786014,33.7
59.11200000000002,47.62809695746952,47.7
120.19499999999992,32.61577540255204,32.0
164.2040000000001,29.47275597,26.0
130.18699999999995,28.14344715012418,27.200000000000003
126.2429999999999,28.38385991543312,28.700000000000003
132.159,30.932899117917447,31.0
116.15999999999994,31.244912937612344,31.0
40.06500000000001,54.22511230020757,56.3
80.08999999999997,63.59235772481806,64.9
79.10199999999998,54.78848631,56.3
67.09099999999998,59.90664148990213,80.0
71.12299999999998,53.74910776481112,56.900000000000006
129.16199999999998,44.14962307259302,47.5
110.11199999999997,75.61436672967865,63.0
104.15199999999994,38.43538761511879,39.0
230.3100000000001,25.819617952277085,29.0
230.3100000000001,25.819617952277085,22.0
230.3100000000001,25.819617952277085,25.0
153.823,48.02499604994407,45.7
338.6639999999991,8.06160095,9.0
198.39400000000023,15.23497511519164,15.6
258.3580000000001,17.594928156389347,19.0
228.37600000000023,16.351280444244665,16.0
214.39300000000023,16.39102427510695,17.0
196.37800000000024,15.747039556563363,15.8
194.2270000000001,29.12387519953495,28.0
150.074,35.09579749,37.91
150.074,35.09579749,37.5
150.074,35.09579749,38.0
102.03,40.51796546329659,40.6
102.03,40.36366043505567,46.1
100.014,42.83051451440475,39.6
168.036,32.3565536905238,30.5
88.00300000000001,45.96380350474001,37.5
72.10699999999997,51.166493723917874,52.9
132.206,35.68527868061533,36.0
86.13399999999996,46.34004043631928,48.0
88.17499999999995,51.386801300086056,54.0
134.222,27.93558278095373,29.0
142.2860000000001,21.83596820683029,25.1
142.2860000000001,21.83596820683029,21.9
128.2589999999999,23.935263728309863,27.4
128.2589999999999,23.86515804,26.0
128.2589999999999,23.935263728309863,24.9
128.2589999999999,23.86515804,27.200000000000003
102.20199999999994,46.52989359543932,65.0
84.14299999999997,57.1321163,57.0
92.14099999999996,41.144119209325225,41.3
422.826,5.954647971930266,6.0
252.731,82.79509621204156,58.0
181.833,45.90154302627038,42.1
137.368,47.49689014111801,44.1
119.378,49.80354989742959,54.5
235.419,31.42029801524261,33.0
187.375,38.198205906664974,33.9
324.6369999999991,8.519719231,9.0
184.36700000000025,16.44424185138483,16.8
200.36600000000024,17.74347058026117,18.0
198.35000000000025,17.317789578119598,18.0
198.35000000000025,17.317789578119598,17.0
182.35100000000023,17.01902863553682,17.4
260.46500000000015,13.606328902250908,15.0
101.19299999999993,31.001830348063745,31.0
162.27600000000015,23.360332426874564,23.2
150.17400000000012,36.99954416561587,33.0
95.023,41.56965348783941,36.1
132.08400000000003,37.73038171072569,41.0
132.08400000000003,37.73038171072569,38.0
84.03999999999999,42.942856799314285,37.6
100.039,48.62971198,48.1
114.066,37.22563312426176,35.099999999999994
195.909,47.43148995590769,39.5
70.013,48.15839875250484,48.3
136.01900000000003,37.869822485207095,33.6
186.026,31.140385841836725,26.5
96.051,40.05768306,35.2
59.112000000000016,43.974136172069024,40.8
120.19499999999992,31.526238815672688,34.5
120.19499999999992,31.526238815672688,33.0
120.19499999999992,31.526238815672688,31.3
100.20499999999991,28.81205865328404,29.6
126.2429999999999,26.488319048624334,26.0
142.2860000000001,21.613205322640844,23.2
128.2589999999999,23.67970826599416,24.6
114.2319999999999,26.0574029,27.3
114.2319999999999,26.0574029,25.7
114.2319999999999,26.0574029,28.2
114.2319999999999,25.97777756995556,27.200000000000003
671.0850000000004,8.862984551552039,12.4
156.31300000000022,19.338335000297807,20.1
186.2950000000002,20.945807958359733,21.0
172.3120000000002,21.00344372463309,21.5
170.2960000000002,20.45608477492477,20.8
170.2960000000002,20.45608477492477,20.2
232.41100000000023,15.7595446500207,16.0
86.08999999999997,41.356065383939374,41.7
106.16799999999994,35.856430850873096,37.400000000000006
106.16799999999994,35.856430850873096,35.4
106.16799999999994,35.856430850873096,35.5
122.16699999999992,43.22565390688588,41.0
122.16699999999992,43.22565390688588,35.0
122.16699999999992,43.22565390688588,39.0
122.16699999999992,43.22565390688588,38.0
122.16699999999992,43.22565390688588,49.0
122.16699999999992,43.22565390688588,38.0
